User ID,Vehicle Model,Battery Capacity (kWh),Charging Station ID,Charging Station Location,Charging Start Time,Charging End Time,Energy Consumed (kWh),Charging Duration (hours),Charging Rate (kW),Charging Cost (USD),Time of Day,day of week,State of Charge (Start %),State of Charge (End %),Distance Driven (since last charge) (km),Temperature (°C),Vehicle Age (years),Charger Type,User Type,duration min,duration hr,start hour,is weekend,soc est,avg charging kW,physical max kW,physics flexible kW,duration_min,duration_hr,start_hour,day_of_week,is_weekend,soc_est,avg_charging_kW,physical_max_kW,physics_flexible_kW
User_11,BMW i3,50.0,Station_206,Los Angeles,2024-01-01 10:00:00,2024-01-01 13:59:00,18.20619747737872,2.6486354477276968,10.310701112892176,38.221230704051806,Night,0,76.08656557040186,82.2655816267944,64.63464374887128,0.5004335643954789,3.0,DC Fast Charger,Casual Driver,239.0,3.983333333333333,10,0,0.3837128363476992,4.570593508965369,4.570593508965369,0.5261386197352456,239.0,3.9833333333333334,10,0,0,0.38371283634769926,4.570593508965369,4.570593508965369,0.5261386197352456
User_12,Chevy Bolt,85.0,Station_78,San Francisco,2024-01-01 11:00:00,2024-01-01 14:55:00,22.564929484106763,2.0578886215204486,4.46482262892762,14.0508613520737,Evening,0,14.618902372078484,85.85749415419053,194.7638066817377,34.26261127319235,0.0,DC Fast Charger,Long-Distance Traveler,235.0,3.9166666666666665,11,0,0.4037544633604827,5.7612585916868335,5.7612585916868335,0.6978401612902464,235.0,3.9166666666666665,11,0,0,0.40375446336048276,5.7612585916868335,5.7612585916868335,0.6978401612902464
User_13,Hyundai Kona,100.0,Station_16,San Francisco,2024-01-01 12:00:00,2024-01-01 13:00:00,34.256452908516025,3.0655847520228034,5.523688619042968,10.972135997218215,Afternoon,0,19.20544694977322,51.62648272929986,249.12759651542487,23.662965362338845,0.0,Level 2,Casual Driver,60.0,1.0,12,0,0.4575125634963811,34.256452908516025,7.2,0.9882271371521832,60.0,1.0,12,0,0,0.4575125634963811,34.256452908516025,7.2,0.9882271371521832
User_14,Nissan Leaf,75.0,Station_327,Houston,2024-01-01 13:00:00,2024-01-01 15:54:00,16.56106432522506,3.5909657181461028,19.76909871755716,37.44185660286842,Morning,0,25.775415389763285,69.2012290988145,159.2316102189639,34.11034863859677,7.0,Level 2,Commuter,174.0,2.9,13,0,0.3761484472155079,5.710711836284504,5.710711836284504,0.6444226169140913,174.0,2.9,13,0,0,0.3761484472155079,5.710711836284504,5.710711836284504,0.6444226169140913
User_15,BMW i3,85.0,Station_96,Houston,2024-01-01 14:00:00,2024-01-01 17:32:00,12.927545290947553,3.4218093378407497,24.21115011711917,18.552815677456245,Afternoon,0,71.68354383511853,63.70663794066834,155.36060543681995,39.50544568765913,4.0,Level 1,Casual Driver,212.0,3.533333333333333,14,0,0.3594413789405065,3.658739233287043,3.658739233287043,0.3945306825589278,212.0,3.533333333333333,14,0,0,0.35944137894050654,3.658739233287043,3.658739233287043,0.39453068255892787
User_16,Nissan Leaf,100.0,Station_147,Los Angeles,2024-01-01 15:00:00,2024-01-01 17:19:00,27.354317884610715,2.703286127534274,11.112498841670842,33.093492711055774,Evening,0,10.677153729384765,72.40347015226732,247.6594369214761,-8.30213689912669,1.5352340877952697,DC Fast Charger,Long-Distance Traveler,139.0,2.316666666666667,15,0,0.4257762659842935,11.807619230767214,7.2,0.919676734526074,139.0,2.316666666666667,15,0,0,0.4257762659842935,11.807619230767214,7.2,0.9196767345260741
User_17,BMW i3,97.681812229825,Station_2,New York,2024-01-01 16:00:00,2024-01-01 18:02:00,24.726937680708804,3.4586802787724484,49.40273861566977,17.49480846107398,Evening,0,67.59197091077596,89.94222936485875,237.3064209427689,4.41532961880046,7.0,DC Fast Charger,Commuter,122.0,2.033333333333333,16,0,0.4136954649655356,12.160789023299412,7.2,0.893582204325557,122.0,2.033333333333333,16,0,0,0.4136954649655356,12.160789023299413,7.2,0.893582204325557
User_18,Hyundai Kona,50.0,Station_10,Chicago,2024-01-01 17:00:00,2024-01-01 20:13:00,23.824040473705303,0.8482182678183041,6.614280124746195,6.430589211997161,Evening,0,57.59519511951953,74.96195034708379,22.00682916343814,18.40570905025936,6.0,Level 2,Casual Driver,193.0,3.216666666666667,17,0,0.4095439068918306,7.406437452965378,7.2,0.8846148388863542,193.0,3.216666666666667,17,0,0,0.4095439068918306,7.4064374529653785,7.2,0.8846148388863542
User_19,Tesla Model 3,100.0,Station_434,New York,2024-01-01 18:00:00,2024-01-01 21:03:00,42.63801819167288,0.8075321582617996,20.49084604597367,25.0787937101842,Evening,0,55.51705087402344,52.7134886858277,280.8620709755801,37.430356532255,0.0,Level 1,Long-Distance Traveler,183.0,3.05,18,0,0.4960513415008636,13.979678095630453,7.2,1.0714708976418654,183.0,3.05,18,0,0,0.4960513415008636,13.979678095630453,7.2,1.0714708976418654
User_20,BMW i3,50.0,Station_125,Los Angeles,2024-01-01 19:00:00,2024-01-01 20:22:00,48.48248430757049,2.5809253540076567,45.29143534649799,7.090844200594135,Morning,0,12.754877571721774,116.0956568894014,243.25576946966927,9.202409891916812,3.0,Level 2,Long-Distance Traveler,82.0,1.3666666666666667,19,0,0.5229244343643082,35.4749885177345,7.2,1.1295167782269058,82.0,1.3666666666666667,19,0,0,0.5229244343643082,35.4749885177345,7.2,1.1295167782269058
User_21,Nissan Leaf,50.0,Station_81,Los Angeles,2024-01-01 20:00:00,2024-01-01 22:54:00,50.27906667357191,3.16887289218907,30.48996023396868,28.872894608008124,Night,0,16.545512365179043,77.93632713949575,15.420444595980063,33.980310103059054,3.0,Level 2,Casual Driver,174.0,2.9,20,0,0.5311851931403848,17.33760919778342,7.2,1.1473600171832312,174.0,2.9,20,0,0,0.5311851931403848,17.33760919778342,7.2,1.1473600171832312
User_22,Hyundai Kona,62.0,Station_485,New York,2024-01-01 21:00:00,2024-01-01 22:55:00,59.1350316162392,2.9317614950957465,,34.85323440188442,Evening,0,71.5303121297424,75.97435158703122,219.6263569214341,-2.755069331695,5.0,Level 1,Commuter,115.0,1.9166666666666667,21,0,0.571905280070542,30.85305997369002,7.2,1.235315404952371,115.0,1.9166666666666667,21,0,0,0.571905280070542,30.85305997369002,7.2,1.2353154049523707
User_23,BMW i3,75.0,Station_140,Chicago,2024-01-01 22:00:00,2024-01-02 01:02:00,49.19642958971384,2.5628173042684104,19.194882837079632,14.856131218606723,Afternoon,0,49.02423910950519,64.48187393759193,298.18812231836336,39.95893731677202,4.257936702758294,DC Fast Charger,Long-Distance Traveler,182.0,3.033333333333333,22,0,0.5262071838038624,16.218603161444122,7.2,1.136607517016343,182.0,3.033333333333333,22,0,0,0.5262071838038624,16.218603161444122,7.2,1.136607517016343
User_24,Tesla Model 3,100.0,Station_326,New York,2024-01-01 23:00:00,2024-01-01 23:31:00,68.44712632026376,2.0714292092234388,49.71030696901287,38.40606169605943,Morning,0,19.23313912730544,74.00615088095063,280.91546822652094,3.580839953900103,5.0,DC Fast Charger,Commuter,31.0,0.5166666666666667,23,0,0.6147226701917284,132.47830900696212,7.2,1.3278009676141336,31.0,0.5166666666666667,23,0,0,0.6147226701917284,132.47830900696212,7.2,1.3278009676141336
User_25,Tesla Model 3,100.0,Station_150,Houston,2024-01-02 00:00:00,2024-01-02 01:55:00,27.60438468247694,0.9571376601264636,11.238538626794044,24.03753468851581,Morning,1,65.48688658113335,65.35209627449626,173.47152650529225,35.977821918048456,4.0,Level 1,Long-Distance Traveler,115.0,1.9166666666666667,0,0,0.4269260832897347,14.40228766042275,7.2,0.922160339905827,115.0,1.9166666666666667,0,1,0,0.4269260832897347,14.40228766042275,7.2,0.922160339905827
User_26,Chevy Bolt,75.0,Station_288,San Francisco,2024-01-02 01:00:00,2024-01-02 03:42:00,40.178003499947216,3.604173535372616,12.31861479590845,38.76319382514176,Morning,1,80.34408372714871,79.99556313119572,82.75461394014503,21.53684396835515,1.0,DC Fast Charger,Commuter,162.0,2.7,1,0,0.4847400939129341,14.880742037017487,7.2,1.0470386028519378,162.0,2.7,1,1,0,0.48474009391293416,14.880742037017487,7.2,1.0470386028519378
User_27,Chevy Bolt,75.0,Station_361,Houston,2024-01-02 02:00:00,2024-01-02 02:33:00,43.487751224792326,3.652540335433942,36.18237188372349,27.44831088430594,Afternoon,1,88.74847907153811,87.82402899882813,80.91266512306521,29.872209873061493,0.3612151658030595,Level 1,Commuter,33.0,0.55,2,0,0.4999584485411528,79.06863859053149,7.2,1.07991024884889,33.0,0.55,2,1,0,0.4999584485411528,79.06863859053149,7.2,1.07991024884889
User_28,Nissan Leaf,50.0,Station_340,San Francisco,2024-01-02 03:00:00,2024-01-02 06:13:00,10.338517723856468,1.547713717696371,45.7767311942711,9.855826892937216,Night,1,98.3327953116332,94.50485176968456,162.6865443608225,5.504758728380647,0.0,Level 1,Long-Distance Traveler,193.0,3.216666666666667,3,0,0.3475369249053972,3.214046960784394,3.214046960784394,0.3350999991757638,193.0,3.216666666666667,3,1,0,0.3475369249053972,3.214046960784394,3.214046960784394,0.33509999917576383
User_29,BMW i3,75.0,Station_129,Los Angeles,2024-01-02 04:00:00,2024-01-02 04:35:00,31.68448458657448,2.4396779381538938,48.64872319079225,25.617103995808733,Afternoon,1,34.72763909597674,54.40205038521579,,20.37856231027433,3.0,Level 2,Casual Driver,35.0,0.5833333333333334,4,0,0.4456865485641758,54.31625929127053,7.2,0.9626829448986196,35.0,0.5833333333333334,4,1,0,0.4456865485641758,54.31625929127053,7.2,0.9626829448986197
User_30,BMW i3,75.0,Station_438,Chicago,2024-01-02 05:00:00,2024-01-02 07:58:00,56.59325685914933,3.153257254972797,45.81173100244055,33.13209178024766,Afternoon,1,29.207671702279008,85.00810624066354,186.15573210131024,12.333415373869066,0.0,DC Fast Charger,Casual Driver,178.0,2.966666666666667,5,0,0.5602180963773322,19.076378716567188,7.2,1.2100710881750376,178.0,2.966666666666667,5,1,0,0.5602180963773322,19.076378716567188,7.2,1.2100710881750376
User_31,Chevy Bolt,100.0,Station_239,New York,2024-01-02 06:00:00,2024-01-02 09:54:00,19.473800595427143,1.435532787267766,7.043936342279247,36.945272915195176,Afternoon,1,31.320786979519863,78.05665281794616,,8.352906076534808,2.0,DC Fast Charger,Casual Driver,234.0,3.9,6,0,0.3895413270309882,4.993282203955678,4.993282203955678,0.5835269327907338,234.0,3.9,6,1,0,0.38954132703098826,4.993282203955678,4.993282203955678,0.5835269327907338
User_32,BMW i3,100.0,Station_58,Chicago,2024-01-02 07:00:00,2024-01-02 09:27:00,38.28919933554271,2.0076640542660726,12.064391459035129,17.011782945517666,Evening,1,75.6447784790562,65.61730718592959,238.9093109631085,2.273162900972052,6.0,Level 1,Commuter,147.0,2.45,7,0,0.4760552955576429,15.628244626752126,7.2,1.0282794384045089,147.0,2.45,7,1,0,0.4760552955576429,15.628244626752126,7.2,1.0282794384045089
User_33,BMW i3,100.0,Station_198,New York,2024-01-02 08:00:00,2024-01-02 09:58:00,16.136238725396332,1.306927271746284,21.517815048554308,26.438194237490425,Evening,1,23.603991432132744,88.2000728013921,35.50388319357353,39.38401391534167,1.0,Level 2,Casual Driver,118.0,1.9666666666666663,8,0,0.3741950818321562,8.20486714850661,7.2,0.8082613767574575,118.0,1.9666666666666666,8,1,0,0.3741950818321562,8.20486714850661,7.2,0.8082613767574575
User_34,Tesla Model 3,62.0,Station_211,Houston,2024-01-02 09:00:00,2024-01-02 12:03:00,60.06708508895625,0.9991001884039166,7.651570046980447,18.034390040505443,Afternoon,1,22.88146662593892,51.43427868199236,46.35755886056615,13.991597483206988,1.0,Level 2,Casual Driver,183.0,3.05,9,0,0.5761908998396241,19.69412625867418,7.2,1.2445723436535885,183.0,3.05,9,1,0,0.5761908998396241,19.69412625867418,7.2,1.2445723436535883
User_35,Chevy Bolt,75.0,Station_402,Houston,2024-01-02 10:00:00,2024-01-02 13:32:00,57.72437946101146,1.8735815970397776,4.48564710517362,35.50300017025295,Afternoon,1,41.87247964240577,79.64797277486439,157.61465400806637,28.429807376567297,1.8091728675018728,DC Fast Charger,Long-Distance Traveler,212.0,3.533333333333333,10,0,0.5654190440972786,16.337088526701358,7.2,1.221305135250122,212.0,3.533333333333333,10,1,0,0.5654190440972786,16.337088526701358,7.2,1.2213051352501219
User_36,Hyundai Kona,75.0,Station_390,New York,2024-01-02 11:00:00,2024-01-02 14:16:00,37.37451606078376,2.8916769844807484,18.865801960923783,29.86624992587584,Evening,1,24.49220858439769,73.38017572592224,76.20353921863803,59.931973865971024,4.0,Level 1,Commuter,196.0,3.2666666666666666,11,0,0.4718495446651233,11.441178385954212,7.2,1.0191950164766663,196.0,3.2666666666666666,11,1,0,0.4718495446651233,11.441178385954213,7.2,1.0191950164766663
User_37,Chevy Bolt,75.0,Station_45,Chicago,2024-01-02 12:00:00,2024-01-02 15:10:00,39.940563619980615,3.470003433537161,28.62519932675557,15.85532743055342,Evening,1,85.85755579960261,50.403654740892144,102.43030218211146,31.46130901681466,1.0,DC Fast Charger,Casual Driver,190.0,3.1666666666666665,12,0,0.4836483356894634,12.612809564204406,7.2,1.044680405089241,190.0,3.1666666666666665,12,1,0,0.4836483356894634,12.612809564204406,7.2,1.044680405089241
User_38,Hyundai Kona,75.0,Station_97,New York,2024-01-02 13:00:00,2024-01-02 13:43:00,73.38661952275571,1.0404523051899732,38.45083190087793,15.882703983823514,Night,1,49.27538752823665,94.59708190417813,42.09574394400221,33.92957037271362,6.0,DC Fast Charger,Long-Distance Traveler,43.0,0.7166666666666667,13,0,0.6374346607990233,102.39993421779866,7.2,1.3768588673258906,43.0,0.7166666666666667,13,1,0,0.6374346607990233,102.39993421779866,7.2,1.3768588673258906
User_39,Tesla Model 3,85.0,Station_279,Los Angeles,2024-01-02 14:00:00,2024-01-02 15:25:00,61.52075986084904,1.2804107080349374,12.510248962442,26.50571298106416,Afternoon,1,87.98462138000619,79.3884433831648,141.24375349788664,5.761050673536548,7.0,Level 2,Commuter,85.0,1.4166666666666667,14,0,0.5828749555538083,43.4264187253052,7.2,1.259009903996226,85.0,1.4166666666666667,14,1,0,0.5828749555538083,43.426418725305204,7.2,1.259009903996226
User_40,Nissan Leaf,100.0,Station_23,Houston,2024-01-02 15:00:00,2024-01-02 16:50:00,68.17785003637414,3.2424460582484915,23.31161908295264,8.498571936835022,Morning,1,17.040420024456118,56.07865100803714,130.37601376208403,-3.191455365646359,2.0,Level 2,Long-Distance Traveler,110.0,1.8333333333333333,15,0,0.6134845268884067,37.18791820165863,7.2,1.3251265780789585,110.0,1.8333333333333333,15,1,0,0.6134845268884067,37.187918201658626,7.2,1.3251265780789585
User_41,BMW i3,79.7992037611215,Station_410,Los Angeles,2024-01-02 16:00:00,2024-01-02 18:58:00,67.51805822343026,1.9623405401552507,6.897878329777162,29.222361949491813,Night,1,80.86258863357027,62.52531776559165,119.63099233488512,35.233158486596466,1.9692327223244,Level 2,Casual Driver,178.0,2.966666666666667,16,0,0.6104507773023577,22.758896030369748,7.2,1.3185736789730929,178.0,2.966666666666667,16,1,0,0.6104507773023577,22.758896030369748,7.2,1.3185736789730929
User_42,Tesla Model 3,100.0,Station_461,Houston,2024-01-02 17:00:00,2024-01-02 18:15:00,39.398742356080696,2.3977153605176023,20.46036486895017,26.61971774881356,Morning,1,28.252298260726327,96.287092238838,111.01653950164392,19.78108389153856,2.941663235080507,Level 2,Commuter,75.0,1.25,17,0,0.4811570194851371,31.51899388486456,7.2,1.0392991620878962,75.0,1.25,17,1,0,0.4811570194851371,31.518993884864557,7.2,1.0392991620878962
User_43,BMW i3,85.0,Station_391,Houston,2024-01-02 18:00:00,2024-01-02 20:53:00,12.049319706245154,1.373881357931789,29.468944357780007,32.04209859904496,Night,1,36.636852158024986,66.97610432369274,83.24522142563875,39.41613092437325,4.0,Level 1,Commuter,173.0,2.8833333333333333,18,0,0.3554032619894023,4.1789548114145045,4.1789548114145045,0.4455642515049067,173.0,2.8833333333333333,18,1,0,0.3554032619894023,4.1789548114145045,4.1789548114145045,0.44556425150490675
User_44,Nissan Leaf,48.79648263973517,Station_335,San Francisco,2024-01-02 19:00:00,2024-01-02 19:45:00,77.0536063752363,3.030202685230273,8.388039538136447,6.364629693637992,Afternoon,1,15.144122471302746,84.3423268685863,144.01398119262163,22.069470800563764,1.0,DC Fast Charger,Casual Driver,45.0,0.75,19,0,0.6542956154630759,102.7381418336484,7.2,1.413278529400244,45.0,0.75,19,1,0,0.6542956154630759,102.7381418336484,7.2,1.4132785294002441
User_46,Tesla Model 3,62.0,Station_27,Los Angeles,2024-01-02 21:00:00,2024-01-02 22:53:00,46.80719594482398,3.877992452581901,16.91833198373123,10.608875787751984,Evening,1,49.29876550655081,90.97067522699976,210.17109719106028,-0.0390790306437483,1.0,DC Fast Charger,Commuter,113.0,1.8833333333333333,21,0,0.5152213903475631,24.853378377782644,7.2,1.1128782031507365,113.0,1.8833333333333333,21,1,0,0.5152213903475631,24.853378377782644,7.2,1.1128782031507363
User_47,Nissan Leaf,75.0,Station_282,San Francisco,2024-01-02 22:00:00,2024-01-03 01:06:00,67.47546614008147,2.1051170788531968,49.60079964847686,19.03070021272089,Night,1,63.035941874368895,81.75095350359373,97.4539049287794,3.194124642496231,5.0,Level 1,Commuter,186.0,3.1,22,0,0.6102549371711323,21.76627940002628,7.2,1.318150664289646,186.0,3.1,22,1,0,0.6102549371711323,21.766279400026278,7.2,1.318150664289646
User_48,Hyundai Kona,62.0,Station_97,Chicago,2024-01-02 23:00:00,2024-01-02 23:37:00,30.71093402710381,1.6336686079712066,6.35266144526304,18.131831711875755,Morning,1,76.12005335845825,76.68243090588436,18.93451548845076,27.895176779200867,0.0,Level 2,Commuter,37.0,0.6166666666666667,23,0,0.4412101235027404,49.80151463854672,7.2,0.9530138667659196,37.0,0.6166666666666667,23,1,0,0.44121012350274047,49.80151463854672,7.2,0.9530138667659195
User_50,BMW i3,100.0,Station_36,New York,2024-01-03 01:00:00,2024-01-03 03:40:00,8.713190575944605,2.2095428234972503,49.2753455894196,9.644101413904608,Afternoon,2,27.196196012553663,86.89391764029943,170.47505412270155,5.37807958403098,6.0,Level 2,Long-Distance Traveler,160.0,2.6666666666666665,1,0,0.3400636045861117,3.267446465979227,3.267446465979227,0.3333418869039144,160.0,2.6666666666666665,1,2,0,0.34006360458611173,3.267446465979227,3.267446465979227,0.3333418869039144
User_51,BMW i3,85.0,Station_109,San Francisco,2024-01-03 02:00:00,2024-01-03 02:48:00,9.06588081544948,0.5123781829612861,40.17800199145749,24.50189331007889,Morning,2,13.873858113381532,93.62842306259267,226.2193631647091,30.69198380180764,2.6163324827383008,DC Fast Charger,Casual Driver,48.0,0.8,2,0,0.3416852886493428,11.332351019311847,7.2,0.7380402234825805,48.0,0.8,2,2,0,0.3416852886493428,11.332351019311849,7.2,0.7380402234825805
User_52,BMW i3,50.0,Station_55,Los Angeles,2024-01-03 03:00:00,2024-01-03 05:06:00,58.73397361690925,1.88926151834522,13.175727296302622,28.10231005717249,Morning,2,83.86192690828396,71.37448250923295,57.38072425225101,1.941105156484872,3.0,Level 1,Commuter,126.0,2.1,3,0,0.5700611990807823,27.968558865194883,7.2,1.23133219001449,126.0,2.1,3,2,0,0.5700611990807823,27.968558865194883,7.2,1.23133219001449
User_53,BMW i3,50.0,Station_192,Chicago,2024-01-03 04:00:00,2024-01-03 05:35:00,65.98624912728606,3.3138023577161824,46.27844331315938,18.84961040539716,Morning,2,17.38966714207173,73.4380396237612,234.9966615729484,-7.719425911074026,0.0,Level 2,Long-Distance Traveler,95.0,1.5833333333333333,4,0,0.6034074567879689,41.67552576460172,7.2,1.3033601066620129,95.0,1.5833333333333333,4,2,0,0.6034074567879689,41.67552576460172,7.2,1.3033601066620129
User_54,Hyundai Kona,62.0,Station_219,Los Angeles,2024-01-03 05:00:00,2024-01-03 06:48:00,74.99970643372605,1.9113031543827848,35.92512612379792,34.08661865816688,Night,2,87.28930579942039,80.41641729522466,51.82835201742095,17.805383646122152,5.0,DC Fast Charger,Long-Distance Traveler,108.0,1.8,5,0,0.644851700011108,41.66650357429225,7.2,1.3928796720239935,108.0,1.8,5,2,0,0.644851700011108,41.66650357429225,7.2,1.3928796720239935
User_55,Chevy Bolt,100.0,Station_185,Houston,2024-01-03 06:00:00,2024-01-03 07:55:00,17.769436409407696,3.3140797633169585,34.45824193725993,9.798498137959154,Evening,2,27.69749248619649,70.51026724863107,166.3114629994677,19.703359179359488,4.0,DC Fast Charger,Casual Driver,115.0,1.9166666666666667,6,0,0.381704591196479,9.271010300560537,7.2,0.8244819169843947,115.0,1.9166666666666667,6,2,0,0.381704591196479,9.271010300560537,7.2,0.8244819169843947
User_56,Tesla Model 3,76.87610037599295,Station_69,New York,2024-01-03 07:00:00,2024-01-03 09:33:00,50.26893407436542,1.6783584198879236,36.303372348344666,38.94193996256931,Evening,2,13.48827068689701,82.69521185847714,133.99209364319893,3.0428293410416227,0.0,DC Fast Charger,Casual Driver,153.0,2.55,7,0,0.5311386030371958,19.713307480143303,7.2,1.147259382560343,153.0,2.55,7,2,0,0.5311386030371958,19.713307480143303,7.2,1.147259382560343
User_57,BMW i3,69.88407424915135,Station_317,San Francisco,2024-01-03 08:00:00,2024-01-03 11:51:00,76.45046498743068,3.873449980578508,11.339063162639302,30.192234438786446,Evening,2,63.67446343632872,55.389776083986256,191.93791499432749,10.424645029884408,2.0,Level 2,Commuter,231.0,3.85,8,0,0.6515223468354764,19.85726363309888,7.2,1.4072882691646291,231.0,3.85,8,2,0,0.6515223468354764,19.857263633098878,7.2,1.4072882691646291
User_58,Nissan Leaf,62.0,Station_130,Houston,2024-01-03 09:00:00,2024-01-03 12:59:00,77.86372676031044,0.9179022472670976,47.15400980350788,28.30319111612704,Afternoon,2,56.91742176324378,57.46568225034442,129.3894111090679,38.46677944602198,3.0,DC Fast Charger,Casual Driver,239.0,3.983333333333333,9,0,0.6580205819368226,19.547379103006804,7.2,1.4213244569835368,239.0,3.9833333333333334,9,2,0,0.6580205819368226,19.547379103006804,7.2,1.4213244569835368
User_59,BMW i3,100.0,Station_55,Chicago,2024-01-03 10:00:00,2024-01-03 12:59:00,21.89299267514347,1.285283896923329,25.37395430520664,8.637821690612405,Morning,2,80.22553380560572,64.66736188293022,148.41561166314776,5.073167724155329,7.0,DC Fast Charger,Casual Driver,179.0,2.9833333333333334,10,0,0.4006648705888658,7.338433298930773,7.2,0.8654361204719503,179.0,2.9833333333333334,10,2,0,0.40066487058886585,7.338433298930773,7.2,0.8654361204719503
